classification,recordedBy,recordNumber,eventDate,country,stateProvince,city,county,locality,decimalLatitude,decimalLongitude,minimumElevationInMeters,habitat,habit,kingdom,chineseKingdomName,family,chineseFamilyName,genus,chineseGenusName,identificationID,vernacularName,scientificName,identifiedBy
Angiospermae,"董洪进|6571,余姣君",HJD2095,2022-04-08 14:35:00,中国,湖北省,黄冈市,英山县,吴家山林场斑竹园,31.0997218,115.7952276,741,竹林下,草本,Angiospermae,被子,Orchidaceae,兰科,Changnienia,独花兰属,94096,独花兰,Changnienia amoena,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD2094,2022-04-08 11:19:00,中国,湖北省,黄冈市,英山县,大河冲村,31.0872573,115.8073678,714,路边溪谷,草本,Angiospermae,被子,Colchicaceae,,Disporum,万寿竹属,46956,少花万寿竹,Disporum uniflorum,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD2093,2022-04-08 09:35:00,中国,湖北省,黄冈市,英山县,石头咀镇吴家山方家湾,31.0920159,115.8102446,714,竹林,草本,Angiospermae,被子,Polygalaceae,远志科,Polygala,远志属,19509,瓜子金,Polygala japonica,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD2092,2022-04-05 15:57:00,中国,湖北省,黄冈市,黄州区,巴水边,30.4475447,115.0026301,20,江边沼泽,草本,,,,,,,,,白花水八角,
Angiospermae,"董洪进|6571,余姣君",HJD2091,2022-04-01 18:14:00,中国,湖北省,黄冈市,罗田县,薄刀峰林场罗田大别山薄刀峰风景区,31.1160993,115.5885522,1032,峡谷路边,乔木,Angiospermae,被子,Magnoliaceae,木兰科,Yulania,玉兰属,42830,罗田玉兰,Yulania pilocarpa,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD2090,2022-04-01 18:13:00,中国,湖北省,黄冈市,罗田县,薄刀峰林场罗田大别山薄刀峰风景区,31.1157554,115.5883271,1053,峡谷路边,草本,Angiospermae,被子,Violaceae,堇菜科,Viola,堇菜属,34296,鸡腿堇菜,Viola acuminata,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD2089,2022-04-01 15:43:00,中国,湖北省,黄冈市,罗田县,天堂寨林场罗田天堂寨大峡谷,31.1021474,115.7570842,1074,峡谷,乔木,Gymnospermae,裸子,Taxaceae,红豆杉科,Cephalotaxus,三尖杉属,32388,三尖杉,Cephalotaxus fortunei,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD2088,2022-04-01 15:20:00,中国,湖北省,黄冈市,罗田县,天堂寨林场罗田天堂寨大峡谷停车场,31.0997831,115.7554429,1045,山坡林地,乔木,Angiospermae,被子,Leguminosae,,Cercis,紫荆属,81950,湖北紫荆,Cercis glabra,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD2087,2022-04-01 11:08:00,中国,湖北省,黄冈市,罗田县,天堂寨林场罗田天堂寨竹林深,31.1047995,115.7370844,600,路边沟谷,灌木,Angiospermae,被子,Rosaceae,蔷薇科,Armeniaca,杏属,699,杏属,Armeniaca,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD2086,2022-04-01 10:42:00,中国,湖北省,黄冈市,罗田县,天堂寨林场罗田天堂寨竹林深,31.1102049,115.7394241,600,沟谷路边,乔木,Angiospermae,被子,Lauraceae,樟科,Machilus,润楠属,582,润楠属,Machilus,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD2085,2022-03-27 08:37:00,中国,湖北省,黄冈市,罗田县,薄刀峰圆梦湖上方罗田玉兰标志牌,31.1004925,115.5651391,840,石壁,草本,Angiospermae,被子,Brassicaceae,十字花科,Arabis,南芥属,57433,匍匐南芥,Arabis flagellosa,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD2084,2022-03-26 15:21:00,中国,湖北省,黄冈市,罗田县,青苔关林场拥门关,31.1799335,115.7158018,830,河沟边,灌木,Angiospermae,被子,Oleaceae,木犀科,Forsythia,连翘属,81677,连翘,Forsythia suspensa,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD2083,2022-03-26 11:30:00,中国,湖北省,黄冈市,罗田县,青苔关林场拥门关,31.1723592,115.7122808,715,村旁路边石缝,草本,Angiospermae,被子,Papaveraceae,罂粟科,Corydalis,紫堇属,1312,蛇果黄堇,Corydalis ophiocarpa,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD2082,2022-03-13 13:59:00,中国,湖北省,黄冈市,武穴市,石佛寺镇武山湖管理局附近,29.8890022,115.6107533,5,水塘,草本,,,,,,,,,沼生水马齿,
Angiospermae,"董洪进|6571,余姣君",HJD2081,2022-03-13 13:57:00,中国,湖北省,黄冈市,武穴市,石佛寺镇武山湖管理局附近,29.8894117,115.6138012,11,水塘,草本,Bryophyta,苔藓,Ricciaceae,钱苔科,Ricciocarpus,浮苔属,93994,浮苔,Ricciocarpus natans,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD2080,2022-03-13 12:54:00,中国,湖北省,黄冈市,武穴市,石佛寺镇荆林寺,29.9343453,115.5895619,14,路边,草本,Angiospermae,被子,Ranunculaceae,毛茛科,Ranunculus,毛茛属,47967,猫爪草,Ranunculus ternatus,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD2079,2022-03-13 11:40:00,中国,湖北省,黄冈市,武穴市,石佛寺镇冯秀村,29.9480589,115.5885604,4,荷塘边,草本,Angiospermae,被子,Droseraceae,茅膏菜科,Draba,葶苈属,512,葶苈属,Draba,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD2078,2021-12-02 08:42:00,中国,湖北省,黄冈市,武穴市,石佛寺镇祖山垸,29.9126099,115.6763783,28,祖坟山,乔木,Angiospermae,被子,Fagaceae,壳斗科,Castanopsis,锥栗属,25017,苦槠,Castanopsis sclerophylla,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD2077,2021-12-01 15:06:00,中国,湖北省,黄冈市,黄梅县,柳林乡望江村扯旗尖,30.2302526,115.8496874,366,村边土坡,乔木,Angiospermae,被子,Fagaceae,壳斗科,Castanopsis,锥栗属,25062,甜槠,Castanopsis eyrei,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD2076,2021-12-01 11:44:00,中国,湖北省,黄冈市,黄梅县,独山镇云完村打网周,30.0322319,116.0435887,14,村边,乔木,Angiospermae,被子,Fagaceae,壳斗科,Quercus,栎属,19307,小叶栎,Quercus chenii,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD2075,2021-11-28 15:59:00,中国,湖北省,黄冈市,英山县,草盘地镇漆树园村,31.0372849,115.9330620,558,村边,乔木,Gymnospermae,裸子,Cupressaceae,柏科,Juniperus,刺柏属,43525,圆柏,Juniperus chinensis,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD2074,2021-11-28 13:53:00,中国,湖北省,黄冈市,英山县,陶家河乡,30.9532544,115.9423641,515,占河水库边  三级古树,乔木,Gymnospermae,裸子,Ginkgoaceae,银杏科,Ginkgo,银杏属,86415,银杏,Ginkgo biloba,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD2073,2021-11-28 12:49:00,中国,湖北省,黄冈市,英山县,陶家河乡政府往安徽古坊乡方向右手边,30.9049048,115.9407910,543,寄生枫杨,寄生植物,Angiospermae,被子,Santalaceae,檀香科,Viscum,槲寄生属,75723,槲寄生,Viscum coloratum,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD2072,2021-11-01 08:34:00,中国,湖北省,黄冈市,武穴市,武山湖,29.9383874,115.5921325,160,路边,灌木,Angiospermae,被子,Elaeagnaceae,胡颓子科,Elaeagnus,胡颓子属,57712,蔓胡颓子,Elaeagnus glabra,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD2071,2021-10-28 14:17:00,中国,湖北省,黄冈市,黄州区,桃花冲,30.9800475,116.0333432,860,河边,灌木,Angiospermae,被子,Salicaceae,杨柳科,Salix,柳属,7112,紫柳,Salix wilsonii,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD2070,2021-10-28 14:14:00,中国,湖北省,黄冈市,英山县,桃花冲,30.9800475,116.0333432,860,路边,草本,Angiospermae,被子,Compositae,,Ainsliaea,兔儿风属,42401,灯台兔儿风,Ainsliaea macroclinidioides,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD2069,2021-10-18 16:37:00,中国,湖北省,黄冈市,武穴市,梅川水库羊角山对面,30.1599018,115.6167905,86,路边,草本,Angiospermae,被子,Leguminosae,,Crotalaria,猪屎豆属,49667,大猪屎豆,Crotalaria assamica,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD2068,2021-10-18 16:35:00,中国,湖北省,黄冈市,武穴市,武山湖边廖祥塆,29.9334373,115.5961435,120,路边,寄生植物,Angiospermae,被子,Loranthaceae,桑寄生科,Taxillus,钝果寄生属,68511,锈毛钝果寄生,Taxillus levinei,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD2067,2021-10-18 16:26:00,中国,湖北省,黄冈市,武穴市,梅川岳山村,30.1197757,115.6263800,120,路边,草本,Angiospermae,被子,Cleomaceae,醉蝶花科,Arivela,黄花草属,84133,黄花草,Arivela viscosa,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD2066,2021-09-07 15:37:00,中国,湖北省,黄冈市,罗田县,天堂寨林场天堂大峡谷,31.1003767,115.7377248,538,路边,草本,Angiospermae,被子,Poaceae,禾本科,Piptatherum,落芒草,26913,等颖落芒草,Piptatherum aequiglume,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD2065,2021-09-07 13:55:00,中国,湖北省,黄冈市,罗田县,天堂寨林场小华山,31.1003767,115.7377248,538,路边,藤本,,,,,,,,,马交儿,
Angiospermae,"董洪进|6571,余姣君",HJD2064,2021-09-07 13:50:00,中国,湖北省,黄冈市,罗田县,天堂寨林场小华山,31.1014424,115.7367197,538,路边,藤本,,,,,,,,,狗筋蔓,
Angiospermae,"董洪进|6571,余姣君",HJD2063,2021-09-07 13:42:00,中国,湖北省,黄冈市,罗田县,天堂寨林场小华山,31.1033316,115.7359645,538,田野路边,草本,Angiospermae,被子,Poaceae,禾本科,Cleistogenes,隐子草属,549065,宽叶隐子草,Cleistogenes hackelii var. nakaii,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD2062,2021-09-07 13:10:00,中国,湖北省,黄冈市,罗田县,天堂寨林场小华山,31.0992197,115.7364849,565,路边,草本,Angiospermae,被子,Linderniaceae,,Torenia,蝴蝶草属,56991,紫萼蝴蝶草,Torenia violacea,董洪进
Pteridophyta,"董洪进|6571,余姣君",HJD2061,2021-08-25 16:19:00,中国,湖北省,黄冈市,黄州区,下新镇钱林村龙感湖,30.4486885,114.9239318,25,湖边沼泽,草本,Pteridophyta,蕨类,Pteridaceae,凤尾蕨科,Ceratopteris,水蕨属,90723,粗梗水蕨,Ceratopteris pteridoides,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD2060,2021-08-27 11:45:00,中国,湖北省,黄冈市,英山县,温泉镇枫树排路口,30.7158190,115.7386385,257,溪边,草本,Angiospermae,被子,Cyperaceae,莎草科,Eleocharis,荸荠属,816,荸荠属,Eleocharis,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD2059,2021-08-27 11:42:00,中国,湖北省,黄冈市,英山县,温泉镇枫树排路口,30.7158190,115.7386385,257,溪边石壁,草本,Angiospermae,被子,Cyperaceae,莎草科,Fimbristylis,飘拂草属,922,飘拂草属,Fimbristylis,董洪进
Pteridophyta,"董洪进|6571,余姣君",HJD2058,2021-08-27 10:44:00,中国,湖北省,黄冈市,英山县,温泉镇枫树排高家楼,30.7158190,115.7386385,312,石壁,草本,Pteridophyta,蕨类,Dryopteridaceae,鳞毛蕨科,Cyrtomium,贯众属,1701,贯众属,Cyrtomium,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD2057,2021-08-27 09:54:00,中国,湖北省,黄冈市,英山县,温泉镇枫树排高家楼,30.7192026,115.7431591,365,山坡溪边,草本,Angiospermae,被子,Compositae,,Carpesium,天名精属,30748,烟管头草,Carpesium cernuum,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD2056,2021-08-27 09:08:00,中国,湖北省,黄冈市,英山县,温泉镇枫树排高家楼,30.7171126,115.7446397,334,山坡溪边,草本,Angiospermae,被子,Poaceae,禾本科,Leptochloa,千金子属,70698,千金子,Leptochloa chinensis,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD2055,2021-08-26 15:52:00,中国,湖北省,黄冈市,英山县,温泉镇圆古寨,30.6117059,115.7121697,505,山坡溪边,草本,Angiospermae,被子,Leguminosae,,Mucuna,油麻藤属,67608,常春油麻藤,Mucuna sempervirens,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD2054,2021-08-26 13:22:00,中国,湖北省,黄冈市,英山县,温泉镇圆古寨,30.6117059,115.7121697,505,山坡溪边,乔木,Angiospermae,被子,Lauraceae,樟科,Phoebe,楠属,580,楠属,Phoebe,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD2053,2021-08-26 13:13:00,中国,湖北省,黄冈市,英山县,温泉镇圆古寨,30.6117059,115.7121697,505,山坡溪边林下,草本,Angiospermae,被子,Amaryllidaceae,石蒜科,Lycoris,石蒜属,70601,中国石蒜,Lycoris chinensis,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD2052,2021-08-26 12:02:00,中国,湖北省,黄冈市,英山县,温泉镇圆古寨,30.6117059,115.7121697,505,草地,草本,Angiospermae,被子,Campanulaceae,桔梗科,Lobelia,半边莲属,72998,半边莲,Lobelia chinensis,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD2051,2021-08-26 12:00:00,中国,湖北省,黄冈市,英山县,温泉镇圆古寨,30.6117209,115.7121298,536,草地,草本,Angiospermae,被子,Asteraceae,菊科,Inula,旋覆花属,46064,线叶旋覆花,Inula lineariifolia,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD2050,2021-08-26 11:38:00,中国,湖北省,黄冈市,英山县,温泉镇圆古寨,30.6141629,115.7130686,583,湿地,草本,Angiospermae,被子,Pontederiaceae,雨久花科,Monochoria,雨久花属,59523,鸭舌草,Monochoria vaginalis,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD2049,2021-08-26 11:18:00,中国,湖北省,黄冈市,英山县,温泉镇圆古寨,30.6149727,115.7112604,625,草地,草本,Angiospermae,被子,Santalaceae,檀香科,Thesium,百蕊草属,66768,长叶百蕊草,Thesium longifolium,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD2048,2021-08-26 11:12:00,中国,湖北省,黄冈市,英山县,温泉镇圆古寨,30.6150929,115.7110006,627,草地,草本,Angiospermae,被子,Poaceae,禾本科,Eremochloa,蜈蚣草属,69834,假俭草,Eremochloa ophiuroides,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD2047,2021-08-26 09:53:00,中国,湖北省,黄冈市,英山县,温泉镇圆古寨,30.6383153,115.7077322,340,林下石砾,草本,Angiospermae,被子,Acanthaceae,爵床科,Justicia,爵床属,55183,杜根藤,Justicia quadrifaria,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD2046,2021-08-25 16:38:00,中国,湖北省,黄冈市,英山县,温泉镇季陵沟村,30.6383153,115.7077322,183,溪边林下,灌木,Angiospermae,被子,Myrtaceae,桃金娘科,Syzygium,蒲桃属,29107,赤楠,Syzygium buxifolium,董洪进
Pteridophyta,"董洪进|6571,余姣君",HJD2045,2021-08-25 17:15:00,中国,湖北省,黄冈市,英山县,温泉镇季陵沟村,30.6383153,115.7077322,244,石壁,藤本,Angiospermae,被子,Vitaceae,葡萄科,Parthenocissus,爬山虎属,79066,五叶地锦,Parthenocissus quinquefolia,董洪进
Pteridophyta,"董洪进|6571,余姣君",HJD2044,2021-08-25 16:59:00,中国,湖北省,黄冈市,英山县,温泉镇季陵沟村,30.6375433,115.7080019,265,林下潮湿,草本,,,,,,,,,卵叶盾蕨,
Angiospermae,"董洪进|6571,余姣君",HJD2043,2021-08-25 16:43:00,中国,湖北省,黄冈市,英山县,温泉镇季陵沟村,30.6389420,115.7085312,264,路边土坡,灌木,Angiospermae,被子,Berberidaceae,小檗科,Nandina,南天竹属,84636,南天竹,Nandina domestica,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD2042,2021-08-25 16:39:00,中国,湖北省,黄冈市,英山县,温泉镇季陵沟村,30.6394594,115.7088708,258,路边土坡,草本,Angiospermae,被子,Phrymaceae,透骨草科,Mazus,通泉草属,30241,早落通泉草,Mazus caducifer,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD2041,2021-08-25 16:38:00,中国,湖北省,黄冈市,英山县,温泉镇季陵沟村,30.6394594,115.7088708,258,路边土坡,灌木,Angiospermae,被子,Fabaceae,豆科,Lespedeza,胡枝子属,22793,中华胡枝子,Lespedeza chinensis,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD2040,2021-08-25 16:32:00,中国,湖北省,黄冈市,英山县,温泉镇季陵沟村,30.6403861,115.7103531,330,路边土坡,灌木,Angiospermae,被子,Leguminosae,,Desmodium,山蚂蝗属,79644,小槐花,Desmodium caudatum,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD2039,2021-08-25 16:22:00,中国,湖北省,黄冈市,英山县,温泉镇季陵沟村,30.6425513,115.7128064,329,路边,草本,Angiospermae,被子,Poaceae,禾本科,Neyraudia,类芦属,89935,山类芦,Neyraudia montana,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD2038,2021-08-25 16:20:00,中国,湖北省,黄冈市,英山县,温泉镇季陵沟村,30.6427509,115.7130262,330,路边,乔木,Angiospermae,被子,Betulaceae,桦木科,Alnus,桤木属,85616,桤木,Alnus cremastogyne,董洪进
Pteridophyta,"董洪进|6571,余姣君",HJD2037,2021-08-25 16:10:00,中国,湖北省,黄冈市,英山县,温泉镇季陵沟村,30.6426327,115.7132960,355,路边土坡,草本,Pteridophyta,蕨类,Thelypteridaceae,金星蕨科,Macrothelypteris,针毛蕨属,75004,针毛蕨,Macrothelypteris oligophlebia,董洪进
Pteridophyta,"董洪进|6571,余姣君",HJD2036,2021-08-25 16:04:00,中国,湖北省,黄冈市,英山县,温泉镇季陵沟村,30.6419369,115.7133560,350,路边土坡,草本,Pteridophyta,蕨类,Lindsaeaceae,鳞始蕨科,Sphenomeris,肖乌蕨属,85126,乌蕨,Sphenomeris chinensis,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD2035,2021-08-25 15:59:00,中国,湖北省,黄冈市,英山县,温泉镇季陵沟村,30.6410050,115.7127766,408,路边土坡,草本,Angiospermae,被子,Orobanchaceae,列当科,Siphonostegia,阴行草属,89794,阴行草,Siphonostegia chinensis,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD2034,2021-08-25 15:37:00,中国,湖北省,黄冈市,英山县,温泉镇季陵沟村,30.6355903,115.7145654,400,路边土坡,灌木,Angiospermae,被子,Symplocaceae,山矾科,Styrax,安息香属,721,安息香属,Styrax,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD2033,2021-08-25 15:33:00,中国,湖北省,黄冈市,英山县,温泉镇季陵沟村,30.6353943,115.7145994,394,路边土坡,草本,Angiospermae,被子,Plantaginaceae,车前科,Pseudolysimachion,穗花属,547581,水蔓菁,Pseudolysimachion linariifolium subsp. dilatatum,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD2032,2021-08-25 15:23:00,中国,湖北省,黄冈市,英山县,温泉镇季陵沟村,30.6349464,115.7147213,401,路边土坡,草本,,,,,,,,,假地蓝,
Angiospermae,"董洪进|6571,余姣君",HJD2031,2021-08-25 15:15:00,中国,湖北省,黄冈市,英山县,温泉镇季陵沟村,30.6338065,115.7124116,366,路边土坡,草本,Angiospermae,被子,Poaceae,禾本科,Pogonatherum,金发草属,73743,金发草,Pogonatherum paniceum,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD2030,2021-08-25 14:57:00,中国,湖北省,黄冈市,英山县,温泉镇季陵沟村,30.6338065,115.7124116,366,溪边土坡,草本,Angiospermae,被子,Orobanchaceae,列当科,Aeginetia,野菰属,86600,野菰,Aeginetia indica,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD2029,2021-08-25 14:42:00,中国,湖北省,黄冈市,英山县,温泉镇季陵沟村,30.6327911,115.7097204,327,路边湿地,草本,Angiospermae,被子,Poaceae,禾本科,Sacciolepis,囊颖草属,89375,囊颖草,Sacciolepis indica,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD2028,2021-08-25 14:37:00,中国,湖北省,黄冈市,英山县,温泉镇季陵沟村,30.6328871,115.7097304,330,路边湿地,草本,Angiospermae,被子,Scrophulariaceae,玄参科,Lindernia,母草属,20595,母草,Lindernia crustacea,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD2027,2021-08-25 14:35:00,中国,湖北省,黄冈市,英山县,温泉镇季陵沟村,30.6329081,115.7097504,327,路边湿地,草本,,,,,,,,,泥花草,
Angiospermae,"董洪进|6571,余姣君",HJD2026,2021-08-25 14:32:00,中国,湖北省,黄冈市,英山县,温泉镇季陵沟村,30.6329481,115.7096905,338,路边湿地,藤本,Angiospermae,被子,Menispermaceae,防己科,Stephania,千金藤属,44058,千金藤,Stephania japonica,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD2025,2021-08-25 14:31:00,中国,湖北省,黄冈市,英山县,温泉镇季陵沟村,30.6329481,115.7096905,338,路边湿地,草本,Angiospermae,被子,Rubiaceae,茜草科,Hedyotis,耳草属,48154,白花蛇舌草,Hedyotis diffusa,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD2024,2021-08-25 14:20:00,中国,湖北省,黄冈市,英山县,温泉镇季陵沟村,30.6341099,115.7086915,351,溪边,草本,Angiospermae,被子,Lamiaceae,唇形科,Mosla,石荠苎属,80411,石荠苎,Mosla scabra,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD2023,2021-08-25 14:04:00,中国,湖北省,黄冈市,英山县,温泉镇季陵沟村,30.6362813,115.7046560,303,溪边林下,草本,,,,,,,,,薹草,
Angiospermae,"董洪进|6571,余姣君",HJD2022,2021-08-25 13:51:00,中国,湖北省,黄冈市,英山县,温泉镇季陵沟村,30.6374242,115.7081018,303,溪边林下,藤本,Angiospermae,被子,Hydrangeaceae,,Pileostegia,冠盖藤属,29898,冠盖藤,Pileostegia viburnoides,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD2021,2021-08-25 13:40:00,中国,湖北省,黄冈市,英山县,温泉镇季陵沟村,30.6381209,115.7081018,268,路边,草本,Angiospermae,被子,Poaceae,禾本科,Lophatherum,淡竹叶属,93034,淡竹叶,Lophatherum gracile,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD2020,2021-08-25 13:36:00,中国,湖北省,黄冈市,英山县,温泉镇季陵沟村,30.6382919,115.7080718,258,路边,草本,Angiospermae,被子,Poaceae,禾本科,Cyperus,莎草属,1468,莎草属,Cyperus,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD2019,2021-08-25 13:35:00,中国,湖北省,黄冈市,英山县,温泉镇季陵沟村,30.6382027,115.7082216,265,路边,草本,Angiospermae,被子,Cyperaceae,莎草科,Fimbristylis,飘拂草属,41545,两歧飘拂草,Fimbristylis dichotoma,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD2018,2021-08-24 16:35:00,中国,湖北省,黄冈市,黄梅县,五祖镇,30.4485435,114.9239618,200,路边,草本,Angiospermae,被子,Phytolaccaceae,商陆科,Chenopodium,藜属,1031,藜属,Chenopodium,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD2017,2021-08-24 12:39:00,中国,湖北省,黄冈市,蕲春县,青石镇界岭,30.2305358,115.8149900,931,路边,灌木,Angiospermae,被子,Cornaceae,山茱萸科,Alangium,八角枫属,44027,八角枫,Alangium chinense,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD2016,2021-08-24 12:35:00,中国,湖北省,黄冈市,蕲春县,青石镇界岭,30.2306636,115.8154071,931,路边,灌木,Angiospermae,被子,Lamiaceae,唇形科,Clerodendrum,大青属,66006,大青,Clerodendrum cyrtophyllum,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD2015,2021-08-24 12:24:00,中国,湖北省,黄冈市,蕲春县,青石镇界岭,30.2301119,115.8161230,931,石壁,草本,Angiospermae,被子,Gesneriaceae,苦苣苔科,Oreocharis,马铃苣苔属,6618,长瓣马铃苣苔,Oreocharis auricula,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD2014,2021-08-24 12:21:00,中国,湖北省,黄冈市,蕲春县,青石镇界岭,30.2295740,115.8161190,931,路边,藤本,Angiospermae,被子,Celastraceae,卫矛科,Tripterygium,雷公藤属,93818,雷公藤,Tripterygium wilfordii,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD2013,2021-08-24 12:19:00,中国,湖北省,黄冈市,蕲春县,青石镇界岭,30.2294450,115.8161130,931,路边,草本,Angiospermae,被子,Staphyleaceae,省沽油科,Zanthoxylum,花椒属,943,花椒属,Zanthoxylum,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD2012,2021-08-24 12:14:00,中国,湖北省,黄冈市,蕲春县,青石镇界岭,30.2290423,115.8162735,935,路边,藤本,Angiospermae,被子,Campanulaceae,桔梗科,Codonopsis,党参属,7285,羊乳,Codonopsis lanceolata,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD2011,2021-08-24 12:06:00,中国,湖北省,黄冈市,黄梅县,青石镇挪步园,30.2257991,115.8198229,939,路边,草本,Angiospermae,被子,Campanulaceae,桔梗科,Lobelia,半边莲属,72980,江南山梗菜,Lobelia davidii,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD2010,2021-08-24 11:56:00,中国,湖北省,黄冈市,黄梅县,青石镇挪步园,30.2261312,115.8198830,919,路边,草本,Angiospermae,被子,Urticaceae,荨麻科,Gonostegia,糯米团属,88746,糯米团,Gonostegia hirta,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD2009,2021-08-24 11:53:00,中国,湖北省,黄冈市,黄梅县,青石镇挪步园,30.2261010,115.8197828,926,路边,草本,Angiospermae,被子,Juncaceae,灯心草科,Scirpus,藨草属,2204,藨草属,Scirpus,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD2008,2021-08-24 11:17:00,中国,湖北省,黄冈市,黄梅县,苦竹乡横岗山,30.1983972,115.8490285,221,路边,草本,,,,,,,,,长叶蝴蝶草,
Angiospermae,"董洪进|6571,余姣君",HJD2007,2021-08-24 11:17:00,中国,湖北省,黄冈市,黄梅县,苦竹乡横岗山,30.1983972,115.8490285,221,路边,灌木,Angiospermae,被子,Araliaceae,五加科,Aralia,楤木属,54271,楤木,Aralia elata,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD2006,2021-08-24 10:46:00,中国,湖北省,黄冈市,黄梅县,苦竹乡红花寨横岗山,30.1845220,115.8850421,262,路边土坡,乔木,Angiospermae,被子,Symplocaceae,山矾科,Ilex,冬青属,656,冬青属,Ilex,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD2005,2021-08-24 10:39:00,中国,湖北省,黄冈市,黄梅县,苦竹乡红花寨横岗山,30.1850451,115.8852372,243,路边土坡,乔木,Angiospermae,被子,Fagaceae,壳斗科,Lithocarpus,柯属,24435,柯,Lithocarpus glaber,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD2004,2021-08-24 10:12:00,中国,湖北省,黄冈市,黄梅县,五祖镇宋家洞,30.2102348,115.8956781,60,路边土坡,草本,Angiospermae,被子,Fabaceae,豆科,Vigna,豇豆属,25317,贼小豆,Vigna minima,董洪进
Angiospermae,"董洪进|6571,余姣君",HJD2003,2021-08-24 09:06:00,中国,湖北省,黄冈市,黄梅县,五祖镇向对门,30.1945584,115.9219651,65,田边,草本,Angiospermae,被子,Poaceae,禾本科,Coix,薏苡属,84667,薏苡,Coix lacryma-jobi,董洪进
